5,9,5c000000,00000000,00000000
6,9,f0000000,00000000,00000000
7,9,4c000000,00000000,00000000
8,9,40000000,00000000,00000000
0,10,f0000000,00000000,00000000
1,10,5c000000,00000000,00000000
2,10,1c000000,00000000,00000000
3,10,4c000000,00000000,00000000
4,10,c4000000,00000000,00000000
5,10,10000000,00000000,00000000
6,10,3c000000,00000000,00000000
7,10,1c000000,00000000,00000000
8,10,00000000,00000000,00000000
0,11,f4000000,00000000,00000000
1,11,04000000,00000000,00000000
2,11,0c000000,00000000,00000000
3,11,74000000,00000000,00000000
4,11,0c000000,00000000,00000000
5,11,f4000000,00000000,00000000
6,11,34000000,00000000,00000000
7,11,14000000,00000000,00000000
8,11,cc000000,00000000,00000000
0,12,30000000,00000000,00000000
1,12,50000000,00000000,00000000
2,12,5c000000,00000000,00000000
3,12,74000000,00000000,00000000
4,12,74000000,00000000,00000000
5,12,d0000000,00000000,00000000
6,12,3c000000,00000000,00000000
7,12,00000000,00000000,00000000
8,12,50000000,00000000,00000000
0,13,3c000000,00000000,00000000
1,13,14000000,00000000,00000000
2,13,04000000,00000000,00000000
3,13,50000000,00000000,00000000
4,13,4c000000,00000000,00000000
5,13,50000000,00000000,00000000
6,13,44000000,00000000,00000000
7,13,04000000,00000000,00000000
8,13,f0000000,00000000,00000000
0,14,50000000,00000000,00000000
1,14,00000000,00000000,00000000
2,14,cc000000,00000000,00000000
3,14,f0000000,00000000,00000000
4,14,54000000,00000000,00000000
5,14,74000000,00000000,00000000
6,14,d4000000,00000000,00000000
7,14,c4000000,00000000,00000000
8,14,00000000,00000000,00000000
0,15,1c000000,00000000,00000000
1,15,d4000000,00000000,00000000
2,15,54000000,00000000,00000000
3,15,34000000,00000000,00000000
4,15,40000000,00000000,00000000
5,15,7c000000,00000000,00000000
6,15,4c000000,00000000,00000000
7,15,0c000000,00000000,00000000
8,15,50000000,00000000,00000000
0,16,70000000,00000000,00000000
1,16,40000000,00000000,00000000
2,16,44000000,00000000,00000000
3,16,50000000,00000000,00000000
4,16,50000000,00000000,00000000
5,16,74000000,00000000,00000000
6,16,74000000,00000000,00000000
7,16,f4000000,00000000,00000000
8,16,f0000000,00000000,00000000
0,17,f4000000,00000000,00000000
1,17,0c000000,00000000,00000000
2,17,dc000000,00000000,00000000
3,17,44000000,00000000,00000000
4,17,40000000,00000000,00000000
5,17,1c000000,00000000,00000000
6,17,fc000000,00000000,00000000
7,17,f4000000,00000000,00000000
8,17,d0000000,00000000,00000000
0,18,c0000000,00000000,00000000
1,18,0c000000,00000000,00000000
2,18,3c000000,00000000,00000000
3,18,54000000,00000000,00000000
4,18,dc000000,00000000,00000000
5,18,70000000,00000000,00000000
6,18,40000000,00000000,00000000
7,18,c4000000,00000000,00000000
8,18,30000000,00000000,00000000
0,19,54000000,00000000,00000000
1,19,5c000000,00000000,00000000
2,19,74000000,00000000,00000000
3,19,3c000000,00000000,00000000
4,19,1c000000,00000000,00000000
5,19,40000000,00000000,00000000
6,19,50000000,00000000,00000000
7,19,5c000000,00000000,00000000
8,19,74000000,00000000,00000000
0,20,0c000000,00000000,00000000
1,20,5c000000,00000000,00000000
2,20,d0000000,00000000,00000000
3,20,1c000000,00000000,00000000
4,20,c0000000,00000000,00000000
5,20,44000000,00000000,00000000
6,20,7c000000,00000000,00000000
7,20,d4000000,00000000,00000000
8,20,04000000,00000000,00000000
0,21,4c000000,00000000,00000000
1,21,50000000,00000000,00000000
2,21,3c000000,00000000,00000000
3,21,14000000,00000000,00000000
4,21,fc000000,00000000,00000000
5,21,00000000,00000000,00000000
6,21,54000000,00000000,00000000
7,21,04000000,00000000,00000000
8,21,4c000000,00000000,00000000
0,22,74000000,00000000,00000000
1,22,74000000,00000000,00000000
2,22,f0000000,00000000,00000000
3,22,4c000000,00000000,00000000
4,22,54000000,00000000,00000000
5,22,70000000,00000000,00000000
6,22,f4000000,00000000,00000000
7,22,1c000000,00000000,00000000
8,22,0c000000,00000000,00000000
0,23,00000000,00000000,00000000
1,23,70000000,00000000,00000000
2,23,0c000000,00000000,00000000
3,23,00000000,00000000,00000000
4,23,0c000000,00000000,00000000
5,23,c0000000,00000000,00000000
6,23,74000000,00000000,00000000
7,23,40000000,00000000,00000000
8,23,14000000,00000000,00000000
0,24,0c000000,00000000,00000000
1,24,04000000,00000000,00000000
2,24,7c000000,00000000,00000000
3,24,14000000,00000000,00000000
4,24,dc000000,00000000,00000000
5,24,14000000,00000000,00000000
6,24,f4000000,00000000,00000000
7,24,34000000,00000000,00000000
8,24,f4000000,00000000,00000000
0,25,4c000000,00000000,00000000
1,25,f0000000,00000000,00000000
2,25,0c000000,00000000,00000000
3,25,44000000,00000000,00000000
4,25,cc000000,00000000,00000000
5,25,50000000,00000000,00000000
6,25,44000000,00000000,00000000
7,25,10000000,00000000,00000000
8,25,00000000,00000000,00000000
0,26,1c000000,00000000,00000000
1,26,7c000000,00000000,00000000
2,26,34000000,00000000,00000000
3,26,4c000000,00000000,00000000
4,26,5c000000,00000000,00000000
5,26,44000000,00000000,00000000
6,26,74000000,00000000,00000000
7,26,dc000000,00000000,00000000
8,26,d4000000,00000000,00000000
0,27,dc000000,00000000,00000000
1,27,d4000000,00000000,00000000
2,27,f4000000,00000000,00000000
3,27,70000000,00000000,00000000
4,27,fc000000,00000000,00000000
5,27,c0000000,00000000,00000000
6,27,f0000000,00000000,00000000
7,27,5c000000,00000000,00000000
8,27,30000000,00000000,00000000
0,28,44000000,00000000,00000000
1,28,3c000000,00000000,00000000
2,28,f0000000,00000000,00000000
3,28,cc000000,00000000,00000000
4,28,4c000000,00000000,00000000
5,28,54000000,00000000,00000000
6,28,30000000,00000000,00000000
7,28,30000000,00000000,00000000
8,28,fc000000,00000000,00000000
0,29,34000000,00000000,00000000
1,29,4c000000,00000000,00000000
2,29,d0000000,00000000,00000000
3,29,54000000,00000000,00000000
4,29,4c000000,00000000,00000000
5,29,f0000000,00000000,00000000
6,29,d4000000,00000000,00000000
7,29,4c000000,00000000,00000000
8,29,30000000,00000000,00000000
0,30,70000000,00000000,00000000
1,30,74000000,00000000,00000000
2,30,40000000,00000000,00000000
3,30,4c000000,00000000,00000000
4,30,fc000000,00000000,00000000
5,30,d4000000,00000000,00000000
6,30,14000000,00000000,00000000
7,30,c0000000,00000000,00000000
8,30,54000000,00000000,00000000
0,31,d4000000,00000000,00000000
1,31,74000000,00000000,00000000
2,31,1c000000,00000000,00000000
3,31,54000000,00000000,00000000
4,31,5c000000,00000000,00000000
5,31,30000000,00000000,00000000
6,31,44000000,00000000,00000000
7,31,10000000,00000000,00000000
8,31,d4000000,00000000,00000000
0,32,4c000000,00000000,00000000
1,32,4c000000,00000000,00000000
2,32,cc000000,00000000,00000000
3,32,f0000000,00000000,00000000
4,32,14000000,00000000,00000000
5,32,44000000,00000000,00000000
6,32,c0000000,00000000,00000000
7,32,74000000,00000000,00000000
8,32,c0000000,00000000,00000000
0,33,d4000000,00000000,00000000
1,33,dc000000,00000000,00000000
2,33,d0000000,00000000,00000000
3,33,40000000,00000000,00000000
4,33,3c000000,00000000,00000000
5,33,50000000,00000000,00000000
6,33,74000000,00000000,00000000
7,33,d4000000,00000000,00000000
8,33,1c000000,00000000,00000000
0,34,fc000000,00000000,00000000
1,34,5c000000,00000000,00000000
2,34,c0000000,00000000,00000000
3,34,34000000,00000000,00000000
4,34,00000000,00000000,00000000
5,34,10000000,00000000,00000000
6,34,f0000000,00000000,00000000
7,34,14000000,00000000,00000000
8,34,dc000000,00000000,00000000
0,35,14000000,00000000,00000000
1,35,50000000,00000000,00000000
2,35,04000000,00000000,00000000
3,35,dc000000,00000000,00000000
4,35,1c000000,00000000,00000000
5,35,d4000000,00000000,00000000
6,35,3c000000,00000000,00000000
7,35,54000000,00000000,00000000
8,35,50000000,00000000,00000000
0,36,00000000,00000000,00000000
1,36,50000000,00000000,00000000
2,36,50000000,00000000,00000000
3,36,3c000000,00000000,00000000
4,36,1c000000,00000000,00000000
5,36,34000000,00000000,00000000
6,36,74000000,00000000,00000000
7,36,50000000,00000000,00000000
8,36,c4000000,00000000,00000000
0,37,04000000,00000000,00000000
1,37,44000000,00000000,00000000
2,37,c0000000,00000000,00000000
3,37,50000000,00000000,00000000
4,37,14000000,00000000,00000000
5,37,dc000000,00000000,00000000
6,37,fc000000,00000000,00000000
7,37,f0000000,00000000,00000000
8,37,d0000000,00000000,00000000
0,38,04000000,00000000,00000000
1,38,70000000,00000000,00000000
2,38,f4000000,00000000,00000000
3,38,cc000000,00000000,00000000
4,38,10000000,00000000,00000000
5,38,04000000,00000000,00000000
6,38,30000000,00000000,00000000
7,38,54000000,00000000,00000000
8,38,d4000000,00000000,00000000
0,39,1c000000,00000000,00000000
1,39,34000000,00000000,00000000
2,39,14000000,00000000,00000000
3,39,c4000000,00000000,00000000
4,39,54000000,00000000,00000000
5,39,44000000,00000000,00000000
6,39,dc000000,00000000,00000000
7,39,c4000000,00000000,00000000
8,39,f0000000,00000000,00000000
0,40,14000000,00000000,00000000
1,40,5c000000,00000000,00000000
2,40,14000000,00000000,00000000
3,40,54000000,00000000,00000000
4,40,40000000,00000000,00000000
5,40,10000000,00000000,00000000
6,40,1c000000,00000000,00000000
7,40,34000000,00000000,00000000
8,40,4c000000,00000000,00000000
0,41,f4000000,00000000,00000000
1,41,40000000,00000000,00000000
2,41,c4000000,00000000,00000000
3,41,70000000,00000000,00000000
4,41,c4000000,00000000,00000000
5,41,44000000,00000000,00000000
6,41,70000000,00000000,00000000
7,41,c0000000,00000000,00000000
8,41,30000000,00000000,00000000
0,42,14000000,00000000,00000000
1,42,14000000,00000000,00000000
2,42,0c000000,00000000,00000000
3,42,c0000000,00000000,00000000
4,42,d0000000,00000000,00000000
5,42,00000000,00000000,00000000
6,42,fc000000,00000000,00000000
7,42,14000000,00000000,00000000
8,42,c4000000,00000000,00000000
0,43,04000000,00000000,00000000
1,43,70000000,00000000,00000000
2,43,f0000000,00000000,00000000
3,43,4c000000,00000000,00000000
4,43,0c000000,00000000,00000000
5,43,14000000,00000000,00000000
6,43,14000000,00000000,00000000
7,43,00000000,00000000,00000000
8,43,7c000000,00000000,00000000
0,44,fc000000,00000000,00000000
1,44,44000000,00000000,00000000
2,44,44000000,00000000,00000000
3,44,14000000,00000000,00000000
4,44,1c000000,00000000,00000000
5,44,04000000,00000000,00000000
6,44,54000000,00000000,00000000
7,44,c0000000,00000000,00000000
8,44,dc000000,00000000,00000000
0,45,44000000,00000000,00000000
1,45,c0000000,00000000,00000000
2,45,74000000,00000000,00000000
3,45,d4000000,00000000,00000000
4,45,74000000,00000000,00000000
5,45,00000000,00000000,00000000
6,45,34000000,00000000,00000000
7,45,50000000,00000000,00000000
8,45,c4000000,00000000,00000000
0,46,40000000,00000000,00000000
1,46,dc000000,00000000,00000000
2,46,fc000000,00000000,00000000
3,46,d4000000,00000000,00000000
4,46,40000000,00000000,00000000
5,46,50000000,00000000,00000000
6,46,00000000,00000000,00000000
7,46,f4000000,00000000,00000000
8,46,f0000000,00000000,00000000
0,47,30000000,00000000,00000000
1,47,0c000000,00000000,00000000
2,47,30000000,00000000,00000000
3,47,70000000,00000000,00000000
4,47,04000000,00000000,00000000
5,47,74000000,00000000,00000000
6,47,f4000000,00000000,00000000
7,47,0c000000,00000000,00000000
8,47,f0000000,00000000,00000000
9,0,dd0114c0,4fd7c414,54fdd3f4
10,0,4c10c7fc,0dd1f754,7cdf5d5d
11,0,70dccf3f,14730014,531dd1c4
12,0,dfd45145,35101031,f0d070df
13,0,371704fd,c1f0c0fc,50570ddd
14,0,ff300f5c,d7455d77,474c4c05
15,0,cc1f11f1,44747f01,ff5574d1
16,0,f0d77d55,c03c7157,1074c1fd
17,0,3fdff113,01c5434c,7747d301
9,1,d4f4547f,c047c05c,5c3d5dc0
10,1,7c47cd0c,0f0314ff,d055733d
11,1,07f444c0,d01fcfcd,d4435d03
12,1,35f4d101,07fc4703,300f430d
13,1,41f4f503,dc01054f,470030d0
14,1,5df14dc5,3dc7173d,c1f3df54
15,1,35045041,f1c31f0c,13774ff5
16,1,0d7cdd77,74f03f45,c1071314
17,1,4ff45457,f3411330,1775535d
9,2,30d0751c,515f7f0d,cf54f0d5
10,2,1c75f407,75c10745,175f5771
11,2,c351df51,c1dc7773,c013531f
12,2,c35cd35f,d0ddd1d0,f77f453c
13,2,c14c44c7,d71fd70d,d74f1d37
14,2,dc0144d7,05044f17,0fd544c1
15,2,33f3771c,53013147,1333fcc7
16,2,d0553071,cf3c5004,d4dfd5c4
17,2,03c17115,f05cf343,104c5151
9,3,ccf53cc3,55fc4753,5cc415f4
10,3,d1d0d545,c1c0d45f,f5c4ddd5
11,3,c34dc71f,0df71c03,c4f54c47
12,3,c4345dc4,f3014f1c,c7555534
13,3,d07fffcc,f351f015,fc3515d0
14,3,410d4ddd,41fc4171,d715f000
15,3,43dc451c,3730470c,177f0475
16,3,01543d77,f07cff5d,000dd1fd
17,3,df37cc14,71d3fc03,c5554f73
9,4,354d4340,d3cc7dcf,50c53c03
10,4,13434014,d0744df0,53c3cfd4
11,4,3ddcd1d5,5540430d,0c7d115d
12,4,45c05c77,d44101c1,4d7dd44f
13,4,10d75f0c,3030d047,45df1c1f
14,4,04737f40,cd5d1105,7cfd00f7
15,4,35f57f5c,40dfc53c,f0143413
16,4,f57df3c5,554ff47d,ff7d1101
17,4,dc11cdc3,cd0504f7,7f577437
9,5,35c41075,543547d7,37007030
10,5,0fc41cd1,74c70474,43c3d14d
11,5,5cfd7054,ddffff15,40013fdf
12,5,c77015d3,547504c1,dd341077
13,5,3dc175d0,c53f7574,c04dd11c
14,5,043c44dc,04703cfd,c15c5131
15,5,47543c33,00155305,35c4371f
16,5,357ffc73,7331c33d,17701d5c
17,5,7d413d34,f374f330,d7d5f35d
9,6,7f15cc77,53dc0c47,5f7774d0
10,6,c5c7454c,c0fd11c3,dc4f417f
11,6,df3fc415,1515c45d,3c0d7051
12,6,c07107fc,cdf17f5f,1f5ccccc
13,6,d373300c,137c1157,dfc0c30c
14,6,5007cc13,4cfcdfc1,137cc004
15,6,4f410dd0,0d017f35,55370450
16,6,f3fc74d5,14d545d4,c1537101
17,6,4d3140d5,4f37f443,d1300015
9,7,d444ffc4,750cd7f3,347153d1
10,7,54f5d0d5,370fd43f,37571d37
11,7,d3404710,dc0c7440,dfc7d5cc
12,7,400050d4,c114077d,715f1347
13,7,15f30c07,31d45c11,04c4f330
14,7,dc35cd51,7dddcd3f,477cdff4
15,7,1d351755,415777f7,f55c1574
16,7,fc0343c3,750d0444,317c47d5
17,7,f4ff1fc3,7c77f0c7,1417ddc3
9,8,1477053f,5417d7dc,47f44074
10,8,35c1ddd3,3d7df0d0,5cfdc131
11,8,1754fdd3,c33c7c53,f7134430
12,8,dfc751ff,fd731d5f,f0007c5c
13,8,10d3d105,f17ff55c,d730531f
14,8,4c77f01d,13300117,c1c370ff
15,8,74714740,054f4c4c,71141d44
16,8,14443f33,f47434ff,0cf7c37f
17,8,dd7ff515,5f3c31c4,f3001d73
9,9,c35c4c3d,4c0f5dfd,d5354d5d
10,9,f373fd11,3377f415,d40445f4
11,9,3455133d,477d0775,dc5051df
12,9,cc3f0054,d7550740,04c4cdfd
13,9,5d05dcf0,c5035744,75fddd43
14,9,5c51cc55,73dd3147,55c5c705
15,9,7f331c07,4f13f043,705cff41
16,9,c0534f47,dfd743c0,d0cdf347
17,9,54c1333c,f5d13fcf,c5c0c0dc
9,10,05d41314,04d54704,57030ccd
10,10,7c50517c,0445dd7d,5c500343
11,10,054d0f1c,3350fc1d,fc7d53cc
12,10,70740731,1174f014,77d54307
13,10,35034c00,c41c03f3,ff554143
14,10,55c047f3,5d451445,14135d01
15,10,c5007f17,15fff4f4,d170155c
16,10,10453fc0,34304df7,40d7114d
17,10,cdd3c1cc,513d7430,d10c437c
9,11,f1f05753,d3fd3c57,4034474d
10,11,43501340,77514773,df0fd7d4
11,11,044515f4,0ff10dcd,03335151
12,11,d4fdfd4d,37d45154,050503d3
13,11,5157fcd5,15dc470c,dcdf30d4
14,11,11370450,ff0c5dd3,17047157
15,11,4f7fd114,7057c7f5,4747c4c3
16,11,3df0117d,75cc4d17,4c73555c
17,11,fd35330c,54c7cd41,7ddd0f35
9,12,005d7c50,f37d5d45,f7513077
10,12,34441df7,c5d3c71d,f5dfc4dc
11,12,15f43745,5cc1d037,553c4c5c
12,12,77473d31,c0c504d4,d4fcfd44
13,12,f4d473c3,10cfc370,44d74c41
14,12,d4ff133c,574c011d,33333141
15,12,7c4d1c0f,4cd554dd,0075f4fd
16,12,c1731d51,c713f5df,fd3d15dd
17,12,3153d51d,54155775,71004307
9,13,fff5000c,3c473175,417557cf
10,13,175117cd,7d405d40,4ff45d01
11,13,c33c7d47,417fc3f5,fd3dc3f4
12,13,077430f7,f317fdd1,4d5d0f53
13,13,437707df,1fc5f1d1,d4f44d4c
14,13,4dcff375,c14fc3f0,f14ff31c
15,13,c4f3df3d,fc3c77ff,7f4c3410
16,13,1075df0f,407cfdf5,d4437f74
17,13,47ff1543,f0fc5700,3df5cd0f
9,14,55175141,1730dd7f,f3507ddd
10,14,4f7fc7dc,fc0c070d,4144d774
11,14,3c33cf43,3135d3c7,740d751c
12,14,f4c75dc1,dd50c505,137d31d1
13,14,d51430fd,cc514775,70d3773c
14,14,30d1fc40,5dc057f0,35345ccc
15,14,0dc4000c,fc177f70,c4543570
16,14,73f1cc35,c3f73301,1cc43737
17,14,3345c301,dd557c55,30cf310c
9,15,d0f4711c,41175f3c,7d550533
10,15,00f0040c,053f05c0,c1c0ccdf
11,15,3f4d534d,533d43ff,104441d1
12,15,d4cf500f,d71335c0,43375c51
13,15,43d7fdd0,30c40f47,7ffdfd4d
14,15,7f077750,543ddf55,c151357f
15,15,00d740dd,f40757d3,7745d341
16,15,74343df4,1f35d1d7,307dcc15
17,15,ff40c307,4fc17ff7,7d554f3d
9,16,dc7775cf,d7fcd0d0,f44c40f0
10,16,c415f77d,fc04dccc,0dfcfd5d
11,16,f75d777c,f001cf7d,1c5c1dff
12,16,05140f1f,435d37c4,535f7145
13,16,75c0cc73,dc7dc513,10f17d77
14,16,3dfc354d,d7470f57,03d7f7cc
15,16,75cfc445,50c703f1,070d4f33
16,16,4035457d,4dd0757f,0710d101
17,16,54745354,47d0f7fd,337354c0
9,17,dd44fcd1,34f310c4,4c4f143c
10,17,f1071f7d,fd3dd1c7,7c47f3f3
11,17,53544c03,0d0d017c,f7577fd7
12,17,4d43f03d,5cfc7d77,ddd0413d
13,17,57417711,7303f53c,3c4f1c7d
14,17,711d7400,f301477c,1175707f
15,17,f4d5053d,570fd551,5dd33014
16,17,0d14d557,35cddf00,14443d10
17,17,ff1505f1,dc1f0407,0dd73533
9,18,40440f75,7747d741,07700070
10,18,50040d7f,c041441f,7714dc00
11,18,7cffc731,f11c5573,f140f557
12,18,5d007710,37715444,7ccfd4f7
13,18,734171cc,cc010f00,5454431c
14,18,fd4ff4d4,74ccfcfd,574110ff
15,18,4d17701f,0c0f7f15,7fd3d3d1
16,18,313cdcd5,c0d7504c,3c044500
17,18,0c75d1ff,55774c37,07577773
9,19,70f5f004,3d5dcd41,d4cdddf1
10,19,45c014df,fc751dd1,c5574413
11,19,45500f57,75455133,5f707c0d
12,19,01df110f,dd057d71,007cd770
13,19,c01dfdd3,3f347c1c,151137fd
14,19,037cd175,d4f07545,f505001c
15,19,d4c713fc,00c10777,4cdf5c47
16,19,41c15fdc,3075f151,735cfc07
17,19,1c5d1140,33c14d1f,5d373d17
9,20,51d5f440,dd0ff1f0,4f15ff13
10,20,c75377fc,cd5105d0,731f033d
11,20,fd77f50f,4f54dfcd,d1f417f0
12,20,73373c01,c7150df0,ddd0dcc1
13,20,45f41347,5743cfc0,d5df1c03
14,20,530504cd,c3354d45,3cf7f51c
15,20,c107fc13,4f333455,343700d4
16,20,113d5d01,d451c110,c41d7df1
17,20,33d17c0d,dc4ffff0,0533fdd4
9,21,37315c4f,5d75573f,450d511c
10,21,0551f7c7,d4d743c5,3450dd15
11,21,0f0473fc,d3f31440,d5dd01d3
12,21,553dc7d4,441d1dc5,07f13515
13,21,d33cdcf7,1f53d501,f1fc7f4d
14,21,41510710,745c5734,c7014c1f
15,21,437035c0,4f1dd453,70c1c511
16,21,cd031cf5,40757337,5d335710
17,21,d07757df,5c543f1c,3433017c
9,22,001d5f7c,fd555dd0,4df51310
10,22,c7433fcd,453cd7c3,c4f1d500
11,22,fcdd4577,c35554cc,34031733
12,22,f47d74fc,f41fc5dc,55fcc70f
13,22,fd730370,3077d577,01c741dd
14,22,4f054013,1df14dd1,70ff3411
15,22,f47334c7,ddc1d1dc,101571dd
16,22,7c05f7c3,f1351dff,5dd457df
17,22,4cf31d75,3f154cf0,1c5f1d73
9,23,47ff03cc,c1f7dff1,1731c105
10,23,cd703c11,50c14534,d1077df5
11,23,f0c35f3c,73d77413,cf7c5133
12,23,3c010305,33cdd41c,3d30c114
13,23,c110135c,0f1ddd0c,37f50dcc
14,23,17fd73c7,04f55177,c4fc701d
15,23,105371fc,1c34c47c,44f55574
16,23,7d40c070,5c3dd74d,0f155d71
17,23,f01f3df3,05734701,dfccd1c5
9,24,1133d7d4,4575f440,004c3571
10,24,074fd1fc,0c01043c,1ff1c043
11,24,d3303133,710d4440,1f4171f3
12,24,733c50dd,05ddc177,730577c3
13,24,f7403c35,0fc51531,c7df07f5
14,24,c01531cd,3d5dc00d,d573740d
15,24,77113355,1537ff3c,1cfc3fd1
16,24,4cdfd7c4,5c444003,c1dc3004
17,24,4f017f0c,4cc43407,35374530
9,25,570f4340,54f3cf04,17c7c77f
10,25,c41d5fc0,05147ff3,5fc450cc
11,25,104d474d,f3f0d573,70011f45
12,25,77cdf3ff,c47c3455,755f0cf4
13,25,5504fc30,3cdd05dc,3c1c4110
14,25,f0dc7df1,01c5710f,4771f7c1
15,25,c145741c,f37475f5,c3735c1d
16,25,1c51dc3f,c34534f4,ff1043d7
17,25,00335f54,4044d74d,ccf14173
9,26,31704f74,d5df3417,c543d45f
10,26,1110d54c,1043cf71,3d33cf4c
11,26,43105317,cf00f403,41305500
12,26,711d14c3,d070d5d0,471015f0
13,26,30413154,0fd75001,55f31f10
14,26,cdc0d5c3,03f1440f,c145f7df
15,26,5c07c45c,5cc71cd5,5431c5c0
16,26,fdf57044,034d73cd,f00cc357
17,26,4d5337d4,41034d41,d3dd31f1
9,27,55c0d3d1,5fc4110d,34d74d1c
10,27,f1c0d7f3,444fcf74,447307dd
11,27,f44f14f7,d313d371,14c54fdf
12,27,d0dc5cc7,1c4f1441,5ff071d7
13,27,301cf15d,c43fd0f1,f15050c3
14,27,304f3433,50f57c70,17c55130
15,27,f1d114f1,31d017d0,f7307f40
16,27,4f5d054f,d070dd3f,dd703d34
17,27,ccc5dcf5,55cdd0c3,07005417
9,28,fd10cc05,d057451c,05ff0f37
10,28,c0c3350d,0cc40034,f157f4f5
11,28,d31f33fd,c01f013c,00500f00
12,28,c53c4cdf,03433cf0,1d043d30
13,28,c305d3fd,117c0153,fd047cc3
14,28,d0734c13,54154114,c13dc7f4
15,28,733d07f1,44d0f40c,dc41f1f3
16,28,30ff370d,d377ccf4,c5f1cfd4
17,28,0350d74d,35544fd4,f313170c
9,29,f1410ff0,1f5cf751,f3cf31c3
10,29,d045fdf0,f0c5c34d,c7fd0103
11,29,4531d4c3,cd4350fc,347d7dd3
12,29,37c550df,17135dc0,4131cdf4
13,29,cdc0f103,1f5c3dc0,f7d07f3c
14,29,f753dd74,71dcfdf3,01371045
15,29,df0f4ccc,415c1fd0,4f3c0415
16,29,0d740570,c01d57fc,0f017500
17,29,f304100c,435d0544,4440ccc5
9,30,fdf00df1,cf17f3f3,015dc550
10,30,df370577,55c134c4,1cff504d
11,30,75fd7dfc,40d1cd3c,00004350
12,30,574f0547,13457330,030d557f
13,30,cf7f545c,1d5d7d43,cd0d5531
14,30,4f035404,3d750c54,03f45310
15,30,d44c4cc0,0d4c4cc5,05dd7433
16,30,c01dd1c7,fdfc7d10,0d47c1df
17,30,3747d17f,c1c4cd37,103dd3cf
9,31,5c5c5750,703c7d03,040037f7
10,31,541d1017,7f514df4,d07df503
11,31,c1d7043c,d7fd3df4,11c11cfd
12,31,35d34335,ddc47f41,f3ff0ccd
13,31,73470137,4507d073,5dfdcc00
14,31,5fccc17c,744dd15d,535dfddd
15,31,7113f410,74c5fd13,44407c77
16,31,3351103d,3dd77775,33fd11dc
17,31,5c755df3,14734ff7,fc453313
9,32,d4fc704f,34570114,f141c7f5
10,32,ff701d3d,5df3f7f5,ff45d41d
11,32,f0344cf5,c0403457,077cc01d
12,32,d53335d5,115d33c7,f1dc53dc
13,32,f3cf3103,004d4c55,70f04135
14,32,4111dcf1,5dfd1177,35cc50d3
15,32,c75d0431,dc55ccd7,cf077f74
16,32,5434f0dd,0333004f,3f5373cd
17,32,f5c0d730,31004f44,53fd0f74
