140,4c000000,00000000,00000000
141,5c000000,00000000,00000000
142,0c000000,00000000,00000000
143,f0000000,00000000,00000000
144,40000000,00000000,00000000
145,44000000,00000000,00000000
146,dc000000,00000000,00000000
147,5c000000,00000000,00000000
148,dc000000,00000000,00000000
149,44000000,00000000,00000000
150,c4000000,00000000,00000000
151,3c000000,00000000,00000000
152,50000000,00000000,00000000
153,50000000,00000000,00000000
154,c0000000,00000000,00000000
155,c0000000,00000000,00000000
156,f4000000,00000000,00000000
157,70000000,00000000,00000000
158,f0000000,00000000,00000000
159,f4000000,00000000,00000000
160,c4000000,00000000,00000000
161,cc000000,00000000,00000000
162,c4000000,00000000,00000000
163,0c000000,00000000,00000000
164,54000000,00000000,00000000
165,7c000000,00000000,00000000
166,c4000000,00000000,00000000
167,34000000,00000000,00000000
168,4c000000,00000000,00000000
169,c0000000,00000000,00000000
170,dc000000,00000000,00000000
171,7c000000,00000000,00000000
172,70000000,00000000,00000000
173,4c000000,00000000,00000000
174,00000000,00000000,00000000
175,10000000,00000000,00000000
176,1c000000,00000000,00000000
177,00000000,00000000,00000000
178,50000000,00000000,00000000
179,c0000000,00000000,00000000
180,f4000000,00000000,00000000
181,04000000,00000000,00000000
182,30000000,00000000,00000000
183,00000000,00000000,00000000
184,54000000,00000000,00000000
185,f4000000,00000000,00000000
186,fc000000,00000000,00000000
187,50000000,00000000,00000000
188,40000000,00000000,00000000
189,44000000,00000000,00000000
190,3c000000,00000000,00000000
191,c0000000,00000000,00000000
192,40000000,00000000,00000000
193,1c000000,00000000,00000000
194,dc000000,00000000,00000000
195,14000000,00000000,00000000
196,44000000,00000000,00000000
197,50000000,00000000,00000000
198,cc000000,00000000,00000000
199,0c000000,00000000,00000000
200,40000000,00000000,00000000
201,4c000000,00000000,00000000
202,dc000000,00000000,00000000
203,54000000,00000000,00000000
204,70000000,00000000,00000000
205,f4000000,00000000,00000000
206,30000000,00000000,00000000
207,0c000000,00000000,00000000
208,4c000000,00000000,00000000
209,74000000,00000000,00000000
210,40000000,00000000,00000000
211,fc000000,00000000,00000000
212,7c000000,00000000,00000000
213,00000000,00000000,00000000
214,fc000000,00000000,00000000
215,d4000000,00000000,00000000
216,4c000000,00000000,00000000
217,70000000,00000000,00000000
218,34000000,00000000,00000000
219,10000000,00000000,00000000
220,cc000000,00000000,00000000
221,74000000,00000000,00000000
222,30000000,00000000,00000000
223,1c000000,00000000,00000000
224,04000000,00000000,00000000
225,d0000000,00000000,00000000
226,1c000000,00000000,00000000
227,40000000,00000000,00000000
228,3c000000,00000000,00000000
229,dc000000,00000000,00000000
230,cc000000,00000000,00000000
231,0c000000,00000000,00000000
232,10000000,00000000,00000000
233,f4000000,00000000,00000000
234,cc000000,00000000,00000000
235,7c000000,00000000,00000000
236,14000000,00000000,00000000
237,3c000000,00000000,00000000
238,10000000,00000000,00000000
239,4c000000,00000000,00000000
240,cc000000,00000000,00000000
241,54000000,00000000,00000000
242,d4000000,00000000,00000000
243,70000000,00000000,00000000
244,f4000000,00000000,00000000
245,14000000,00000000,00000000
246,54000000,00000000,00000000
247,dc000000,00000000,00000000
248,40000000,00000000,00000000
249,1c000000,00000000,00000000
250,50000000,00000000,00000000
251,10000000,00000000,00000000
252,00000000,00000000,00000000
253,00000000,00000000,00000000
254,3c000000,00000000,00000000
255,c4000000,00000000,00000000
256,d0000000,00000000,00000000
257,5c000000,00000000,00000000
258,14000000,00000000,00000000
259,70000000,00000000,00000000
260,f0000000,00000000,00000000
261,d4000000,00000000,00000000
262,00000000,00000000,00000000
263,f4000000,00000000,00000000
264,30000000,00000000,00000000
265,14000000,00000000,00000000
266,c4000000,00000000,00000000
267,3c000000,00000000,00000000
268,40000000,00000000,00000000
269,34000000,00000000,00000000
270,cc000000,00000000,00000000
271,dc000000,00000000,00000000
272,50000000,00000000,00000000
273,cc000000,00000000,00000000
274,d0000000,00000000,00000000
275,7c000000,00000000,00000000
276,00000000,00000000,00000000
277,30000000,00000000,00000000
278,10000000,00000000,00000000
279,c4000000,00000000,00000000
280,f0000000,00000000,00000000
281,fc000000,00000000,00000000
282,70000000,00000000,00000000
283,40000000,00000000,00000000
284,7c000000,00000000,00000000
285,4c000000,00000000,00000000
286,cc000000,00000000,00000000
287,f4000000,00000000,00000000
288,70000000,00000000,00000000
289,f4000000,00000000,00000000
290,d4000000,00000000,00000000
291,f4000000,00000000,00000000
292,cc000000,00000000,00000000
293,04000000,00000000,00000000
294,f0000000,00000000,00000000
295,14000000,00000000,00000000
296,fc000000,00000000,00000000
297,dc000000,00000000,00000000
298,1c000000,00000000,00000000
299,cc000000,00000000,00000000
300,14000000,00000000,00000000
301,44000000,00000000,00000000
302,40000000,00000000,00000000
303,fc000000,00000000,00000000
304,44000000,00000000,00000000
305,d4000000,00000000,00000000
306,3c000000,00000000,00000000
307,50000000,00000000,00000000
308,14000000,00000000,00000000
309,5c000000,00000000,00000000
310,54000000,00000000,00000000
311,dc000000,00000000,00000000
312,fc000000,00000000,00000000
313,04000000,00000000,00000000
314,f4000000,00000000,00000000
315,f4000000,00000000,00000000
316,7c000000,00000000,00000000
317,74000000,00000000,00000000
318,3c000000,00000000,00000000
319,14000000,00000000,00000000
320,d4000000,00000000,00000000
321,3c000000,00000000,00000000
322,34000000,00000000,00000000
323,c4000000,00000000,00000000
324,cc000000,00000000,00000000
325,04000000,00000000,00000000
326,f4000000,00000000,00000000
327,04000000,00000000,00000000
328,7c000000,00000000,00000000
329,0c000000,00000000,00000000
330,00000000,00000000,00000000
331,d4000000,00000000,00000000
332,54000000,00000000,00000000
333,1c000000,00000000,00000000
334,14000000,00000000,00000000
335,d0000000,00000000,00000000
336,5c000000,00000000,00000000
337,70000000,00000000,00000000
338,5c000000,00000000,00000000
339,04000000,00000000,00000000
340,40000000,00000000,00000000
341,d0000000,00000000,00000000
342,f4000000,00000000,00000000
343,10000000,00000000,00000000
344,34000000,00000000,00000000
345,74000000,00000000,00000000
346,7c000000,00000000,00000000
347,34000000,00000000,00000000
348,dc000000,00000000,00000000
349,d0000000,00000000,00000000
350,70000000,00000000,00000000
351,44000000,00000000,00000000
352,44000000,00000000,00000000
353,04000000,00000000,00000000
354,54000000,00000000,00000000
355,fc000000,00000000,00000000
356,10000000,00000000,00000000
357,0c000000,00000000,00000000
358,cc000000,00000000,00000000
359,f0000000,00000000,00000000
360,10000000,00000000,00000000
361,3c000000,00000000,00000000
362,70000000,00000000,00000000
363,40000000,00000000,00000000
364,dc000000,00000000,00000000
365,44000000,00000000,00000000
366,54000000,00000000,00000000
367,dc000000,00000000,00000000
368,54000000,00000000,00000000
369,d0000000,00000000,00000000
370,1c000000,00000000,00000000
371,f0000000,00000000,00000000
372,44000000,00000000,00000000
373,14000000,00000000,00000000
374,1c000000,00000000,00000000
375,3c000000,00000000,00000000
376,c4000000,00000000,00000000
377,04000000,00000000,00000000
378,44000000,00000000,00000000
379,3c000000,00000000,00000000
380,f0000000,00000000,00000000
381,3c000000,00000000,00000000
382,c4000000,00000000,00000000
383,cc000000,00000000,00000000
384,0c000000,00000000,00000000
385,f0000000,00000000,00000000
386,10000000,00000000,00000000
387,1c000000,00000000,00000000
388,fc000000,00000000,00000000
389,44000000,00000000,00000000
390,d0000000,00000000,00000000
391,04000000,00000000,00000000
392,34000000,00000000,00000000
393,7c000000,00000000,00000000
394,70000000,00000000,00000000
395,d4000000,00000000,00000000
396,00000000,00000000,00000000
397,fc000000,00000000,00000000
398,c4000000,00000000,00000000
399,10000000,00000000,00000000
400,dc000000,00000000,00000000
401,5c000000,00000000,00000000
402,10000000,00000000,00000000
403,cc000000,00000000,00000000
404,04000000,00000000,00000000
405,0c000000,00000000,00000000
406,0c000000,00000000,00000000
407,0c000000,00000000,00000000
408,d0000000,00000000,00000000
409,f0000000,00000000,00000000
410,3c000000,00000000,00000000
411,00000000,00000000,00000000
412,34000000,00000000,00000000
413,c0000000,00000000,00000000
414,04000000,00000000,00000000
415,70000000,00000000,00000000
416,40000000,00000000,00000000
417,3c000000,00000000,00000000
418,5c000000,00000000,00000000
419,74000000,00000000,00000000
420,f4000000,00000000,00000000
421,dc000000,00000000,00000000
422,34000000,00000000,00000000
423,50000000,00000000,00000000
424,0c000000,00000000,00000000
425,cc000000,00000000,00000000
426,c0000000,00000000,00000000
427,14000000,00000000,00000000
428,5c000000,00000000,00000000
429,cc000000,00000000,00000000
430,00000000,00000000,00000000
431,74000000,00000000,00000000
432,14000000,00000000,00000000
433,0c000000,00000000,00000000
434,fc000000,00000000,00000000
435,4c000000,00000000,00000000
436,fc000000,00000000,00000000
437,7c000000,00000000,00000000
438,f0000000,00000000,00000000
439,50000000,00000000,00000000
440,1c000000,00000000,00000000
441,cc000000,00000000,00000000
442,44000000,00000000,00000000
443,30000000,00000000,00000000
444,40000000,00000000,00000000
445,c4000000,00000000,00000000
446,d4000000,00000000,00000000
447,50000000,00000000,00000000
448,4c000000,00000000,00000000
449,4c000000,00000000,00000000
450,54000000,00000000,00000000
451,70000000,00000000,00000000
452,3c000000,00000000,00000000
453,40000000,00000000,00000000
454,5c000000,00000000,00000000
455,fc000000,00000000,00000000
456,50000000,00000000,00000000
457,5c000000,00000000,00000000
458,fc000000,00000000,00000000
459,d0000000,00000000,00000000
460,40000000,00000000,00000000
461,cc000000,00000000,00000000
462,5c000000,00000000,00000000
463,7c000000,00000000,00000000
464,50000000,00000000,00000000
465,50000000,00000000,00000000
466,1c000000,00000000,00000000
467,10000000,00000000,00000000
468,f4000000,00000000,00000000
469,fc000000,00000000,00000000
470,40000000,00000000,00000000
471,fc000000,00000000,00000000
472,d4000000,00000000,00000000
473,4c000000,00000000,00000000
474,d4000000,00000000,00000000
475,14000000,00000000,00000000
476,fc000000,00000000,00000000
477,5c000000,00000000,00000000
478,c4000000,00000000,00000000
479,dc000000,00000000,00000000
480,f0000000,00000000,00000000
481,fc000000,00000000,00000000
482,dc000000,00000000,00000000
483,44000000,00000000,00000000
484,4c000000,00000000,00000000
485,34000000,00000000,00000000
486,f0000000,00000000,00000000
487,0c000000,00000000,00000000
488,f4000000,00000000,00000000
489,dc000000,00000000,00000000
490,00000000,00000000,00000000
491,44000000,00000000,00000000
492,30000000,00000000,00000000
493,c4000000,00000000,00000000
494,4c000000,00000000,00000000
495,d4000000,00000000,00000000
496,34000000,00000000,00000000
497,1c000000,00000000,00000000
498,5c000000,00000000,00000000
499,40000000,00000000,00000000
500,c0000000,00000000,00000000
501,00000000,00000000,00000000
502,dc000000,00000000,00000000
503,c4000000,00000000,00000000
504,d4000000,00000000,00000000
505,c4000000,00000000,00000000
506,50000000,00000000,00000000
507,00000000,00000000,00000000
508,34000000,00000000,00000000
509,3c000000,00000000,00000000
510,cc000000,00000000,00000000
511,00000000,00000000,00000000
512,7c000000,00000000,00000000
513,4c000000,00000000,00000000
514,40000000,00000000,00000000
515,cc000000,00000000,00000000
516,cc000000,00000000,00000000
517,4c000000,00000000,00000000
518,34000000,00000000,00000000
519,f0000000,00000000,00000000
520,4c000000,00000000,00000000
521,14000000,00000000,00000000
522,34000000,00000000,00000000
523,dc000000,00000000,00000000
524,4c000000,00000000,00000000
525,fc000000,00000000,00000000
526,4c000000,00000000,00000000
527,44000000,00000000,00000000
528,c0000000,00000000,00000000
529,00000000,00000000,00000000
530,14000000,00000000,00000000
531,7c000000,00000000,00000000
532,74000000,00000000,00000000
533,04000000,00000000,00000000
534,f4000000,00000000,00000000
535,cc000000,00000000,00000000
536,3c000000,00000000,00000000
537,04000000,00000000,00000000
538,40000000,00000000,00000000
539,30000000,00000000,00000000
540,04000000,00000000,00000000
541,d0000000,00000000,00000000
542,7c000000,00000000,00000000
543,d0000000,00000000,00000000
544,1c000000,00000000,00000000
545,cc000000,00000000,00000000
546,5c000000,00000000,00000000
547,00000000,00000000,00000000
548,70000000,00000000,00000000
549,30000000,00000000,00000000
550,fc000000,00000000,00000000
551,34000000,00000000,00000000
552,10000000,00000000,00000000
553,fc000000,00000000,00000000
554,fc000000,00000000,00000000
555,d4000000,00000000,00000000
556,50000000,00000000,00000000
557,7c000000,00000000,00000000
558,dc000000,00000000,00000000
559,0c000000,00000000,00000000
560,1c000000,00000000,00000000
561,fc000000,00000000,00000000
562,c0000000,00000000,00000000
563,34000000,00000000,00000000
564,00000000,00000000,00000000
565,0c000000,00000000,00000000
566,7c000000,00000000,00000000
567,00000000,00000000,00000000
568,04000000,00000000,00000000
569,dc000000,00000000,00000000
570,10000000,00000000,00000000
571,34000000,00000000,00000000
572,5c000000,00000000,00000000
573,10000000,00000000,00000000
574,40000000,00000000,00000000
575,4c000000,00000000,00000000
